,req,reqId,reqPriority,reqSeverity,reqType
12828,Perform a manual QA round on the glean SDK,1520180,P3,normal,enhancement
12834,Remove toggle filter button and always show the filter buttons toolbar,1523861,P2,normal,enhancement
12836,Add new IsCurrentThreadExplicitMTA function,1573679,P1,normal,enhancement
12843,Make blob rendering not block the render thread.,1455422,P1,normal,enhancement
12849,Alt/F10/context menu item to make hidden menubar visible,69099,--,normal,enhancement
12852,Option/Alt-click to visit link in Compose mode,863088,--,normal,enhancement
12853,Support GetElemBaseForLambda in Ion resp. only call GetElemBaseForLambda for long strings,1387400,--,normal,enhancement
12854,DOM implementation of Web Share API,1312422,P2,normal,enhancement
12859,add nodejs and cbindgen to tooltool manifest or releng packages,1491642,--,normal,enhancement
12862,Register about:studies in the more usual way,1440056,P3,normal,enhancement
12864,[selectors4] w3c discussion of flex flowed flex-lines supporting/declaring first/last row/column selector,988058,P5,normal,enhancement
12867,"Support export of SSL, S/MIME, and CA certs",161275,P2,normal,enhancement
12869,[postgres] Implement postgres queries for api endpoints,1487739,--,normal,enhancement
12873,"Remove ""newScript"" event leftovers",1494317,--,normal,enhancement
12877,Intermittent devtools/client/responsive.html/test/browser/browser_device_pixel_ratio_change.js | Test timed out -,1440686,P5,normal,enhancement
12889,Add telemetry to analyze CRLIte filter age at time of evaluation,1490736,P2,normal,enhancement
12902,Re-enable test_maximize_when_resized_to_max_size,1496489,P2,normal,enhancement
12906,Remove synchronous Bookmarks::InsertBookmark,1441695,P2,normal,enhancement
12907,Remove synchronous Bookmarks::CreateFolder,1441697,P2,normal,enhancement
12908,Remove synchronous Bookmarks::Get/SetItemTitle,1441698,P2,normal,enhancement
12909,Remove synchronous Bookmarks::SetItemLastModified,1441702,P2,normal,enhancement
12911,enable Stylo for Android,1366049,P4,normal,enhancement
12917,Move WebNavigation and WebProgress listeners out of browser-child.js,1479312,--,normal,enhancement
12919,"Add automated test for ""The items from the Bookmarks Toolbar can be sorted by name""",1442188,P3,normal,enhancement
12920,Tracelogger: provide an API for the gecko profiler,1480104,--,normal,enhancement
12922,Update webrender to 652e3f8a180865abc40c78813668098f2b55bdd3 (WR PR 3302),1506837,P3,normal,enhancement
12924,Implement HTML5 sandbox attribute for IFRAMEs,341604,--,normal,enhancement
12931,Control child process position from ReplayDebugger,1507359,--,normal,enhancement
12932,"Persist ""ping"" lifetime metrics to survive application crashes and kills",1505732,P1,normal,enhancement
12936,Acquire stub installer usage metrics (reinstall),995794,P3,normal,enhancement
12938,Turn on containerless scrolling for WR in GeckoView,1479757,P3,normal,enhancement
12939,Reduce clang-cl warnings from ipc/mscom/,1479779,--,normal,enhancement
12950,Localization fallback strategy for CFR messages,1486481,P1,normal,enhancement
12964,"Implement <input type=""color"">: list attribute",960984,--,normal,enhancement
12967,Simplify ImageValue.,1452987,--,normal,enhancement
12972,Add code-signing capabilities to SeaMonkey infrastructure,1443390,--,normal,enhancement
13004,"IMAP: Include account name and improve wording of status bar message ""Downloading 1 of 10 in Inbox""",1348762,--,normal,enhancement
13006,Add foreign key constraints for component_cc table,427452,--,normal,enhancement
13010,Add Telemetry to know how ofter user change autoplay default setting,1521947,P2,normal,enhancement
13011,Changing identity when composing should change mail format (plain text/HTML) to match,342326,--,normal,enhancement
13012,Consider moving Baseline fallback IC stub code to JSRuntime,1501310,P3,normal,enhancement
13015,Convert devtools tests debugging chrome context and interacting with server references.,1520782,P1,normal,enhancement
13019,Stop using PathBuilderSkia in PathBuilderRecording,1447839,P2,normal,enhancement
13021,Connect CloudAMQP to Papertrail,1357538,P3,normal,enhancement
13039,MOZ_CARGO_WRAP_LDFLAGS should filter out CFI santization,1481638,--,normal,enhancement
13042,Add snippets targeting for pinned sites on newtab,1483055,P3,normal,enhancement
13044,Load customElements.js even for windowless browsers in xpcshell tests,1484326,--,normal,task
13061,Replace GL_PROVIDER_GLX by MOZ_X11 to build X11 dependent code,1464037,P2,normal,enhancement
13063,[meta] Debugger pretty printing,1070862,P5,normal,task
13064,[meta] Browser debugging,1070868,P5,normal,task
13070,"Instrument inspection of ""Change DPR"" in RDM with event telemetry",1480763,P2,normal,enhancement
13073,Add nofollow to all external links,1482447,--,normal,enhancement
13079,Create FxA onboarding card,1501817,P1,normal,enhancement
13080,[remote-dbg-next] Reuse Message component from aboutdebugging in aboutdevtoolstoolbox,1523252,P3,normal,enhancement
13082,"JobModel.getList() doesn't include the ""taskcluster_metadata"" property, unlike JobModel.get()",1523848,P3,normal,enhancement
13110,The first startup after an update does main thread I/O to update.status several times,1446012,--,normal,enhancement
13112,Get rid of nsIDOMParser,1453869,--,normal,enhancement
13119,Removing a requested locale puts it ahead of its label in the available dropdown,1505594,P1,normal,enhancement
13120,Support installing official language packs from AMO,1469696,P1,normal,enhancement
13121,Add a test with the cookie permission for the image cache case,1488635,P1,normal,enhancement
13133,[Wayland] Use wl_egl_window as a native EGL window on Wayland,1460605,P2,normal,enhancement
13140,Include GPUProcessPid in about:support for all release branches,1358304,--,normal,enhancement
13143,"Several actions in one mail filter, multiple action support.",13145,P3,normal,enhancement
13144,"When opening a file, please make ""display as text"" an alternative",144219,--,normal,enhancement
13145,"Support assigning a different user context on navigation to a new page in an existing tab, leave past history entries unchanged",1323873,P5,normal,enhancement
13152,Instrument toolbox panel exit with event telemetry,1455270,P2,normal,enhancement
13155,"sometimes when test-verify finds a failure, all future tests are marked as failing also",1455316,P1,normal,enhancement
13208,Merge common code of admin/custom_fields/create.html.tmpl and admin/custom_fields/edit.html.tmpl into a single template,802613,--,normal,enhancement
13211,Allow to build both GLX and EGL OpenGL backends for X11/Wayland builds,1460255,P2,normal,enhancement
13224,Replace Suggested state with Missing and introduce Unreviewed Suggestions,1377969,P2,normal,enhancement
13230,Allow reusing the WebRender gl context for multiple windows on Mac,1449205,P2,normal,enhancement
13232,A single devtool must be able to manipulate actors in multiple processes,1189556,P2,normal,enhancement
13238,Webpage language settings help button leads to an unmaintained page on SUMO,1512097,--,normal,task
13239,Move csd.proto into a common Safe Browsing directory and update it,1384753,P2,normal,enhancement
13242,Tiled multi-OMTP replay of filters wastes CPU,1480221,P3,normal,enhancement
13243,Write better tests for screenshot commands,1494208,P3,normal,enhancement
13248,Flexbox: Better visual centering for sibling select field and diagram,1517691,P2,normal,enhancement
13258,Searching for multiple words returns results for each word individually,1185129,--,normal,enhancement
13263,Make CC: and other bug reporting field autocompletes accessible,967525,--,normal,enhancement
13268,CSP for internal pages should deny plugins (object-src 'none'privileged pages),1499354,P3,normal,enhancement
13270,WebDriver:ElementClick unable to click 1x1 px element,1499360,P1,normal,enhancement
13274,Implement Sentry client-side rate-limiting to save network bandwidth before riding trains,1446146,P3,normal,enhancement
13291,Create a sub-panel for cryptominers and fingerprinters,1522565,P1,normal,enhancement
13293,buglist column improvements (meta),418953,--,normal,enhancement
13294,Implement paymentmethodchange event,1468356,P1,normal,enhancement
13298,Show a UUID-based icon for each service worker registration,1459970,--,normal,enhancement
13302,Remove XUL grid layout from security/manager/pki/resources/content/device_manager.xul,1521290,P3,normal,task
13310,Blob URLs and data proactively sent to content processes,1501003,P2,normal,enhancement
13341,don't consult SWM in current process when populating client MessageEvent.source with e10s pref flipped,1469882,--,normal,enhancement
13343,Mail filter action to indicate that this message should not trigger new mail notification,341777,--,normal,enhancement
13348,"Update ""com.jetbrains.python.envs"" to 0.0.26",1512947,P3,normal,enhancement
13350,Implement label element extraction logic of an input field for filling form,1347176,--,normal,enhancement
13351,Implement a=ssrc-group in SDP/JSEP,1347911,P3,normal,enhancement
13375,Support RWD for about:preferences to match Photon visual spec,1386514,P1,normal,enhancement
13393,Fix usage of nsIDocShellTreeItem in nsAccessibilityService::GetRootDocumentAccessible,1573292,--,normal,enhancement
13395,Re-design Scope object and frontend in order to distinguish vars and top-level functions not with offset,1467052,P3,normal,enhancement
13401,remove unused kernel32-sys dependency from style,1483344,--,normal,enhancement
13406,Allow nsXULPrototypeElement::SetAttrAt() to pick up is attribute from XHTML element,1512696,--,normal,task
13411,Request to Deploy [DEV] Lando API 8fa49b10caac2a248576dea171704f765f67b585,1574600,--,normal,task
13420,Convert WorkerClient to protocol.js front,1494632,P2,normal,enhancement
13425,Eliminate JS consumers of the nsDocShellTreeItem APIs,1467216,P3,normal,enhancement
13428,Standardize Accessibility panel initialization,1471161,P3,normal,enhancement
13431,ARM64: Implement ARM64-specific Lowering functions,1484822,P2,normal,enhancement
13436,Allow configuring which tabs are shown in the DevTool tab bar more easily,1444308,P3,normal,enhancement
13444,Uplift Top Search feature to Firefox 62,1482398,P1,normal,enhancement
13450,Option to disable logging of console messages while the console is closed,1334299,P3,normal,enhancement
13455,Put LayerManagerComposite in charge of creating and drawing to NativeLayers,1574592,--,normal,task
13458,Enable new animation inspector for Nightly,1445825,--,normal,enhancement
13460,"Zombie tabs on Android report an URL of ""about:blank""",1364610,P3,normal,enhancement
13466,0.98ms uninterruptible reflow at swapDocShells@chrome://global/content/bindings/browser.xml:1414:13,1358832,P1,normal,enhancement
13486,"[RFE] ability to use  ""canned"" responses in filters for autoresponse",151887,--,normal,enhancement
13492,Update webrender to 70edb5f8a75ea1e1440ba7984cc42df9eb05ae69,1490640,P3,normal,enhancement
13493,"""Retry"" should be added to the Alert box for site not found",48850,P3,normal,enhancement
13511,Disable unavailable SW features in multi e10s,1467095,--,normal,enhancement
13516,Instrument more details of execution in the Web Console with event telemetry,1477322,P2,normal,enhancement
13521,add speedometer benchmark to raptor/android,1472298,--,normal,enhancement
13522,Compress InnoDB tables,686169,P3,normal,enhancement
13534,replace libsoundtouch's README_MOZILLA with moz.yaml,1509236,P2,normal,enhancement
13563,rustfmt mozilla-central,1454764,--,normal,enhancement
13566,Updating from TB 60.0b2 to 60.0b3 doesn't update Lightning 6.2b2 to 6.2b3,1454841,--,normal,enhancement
13567,Specail request: please add ability to attach files with ctrl+c and ctrl+v,588702,--,normal,enhancement
13582,Remove eval from loadPrivilegedScript() in specialpowersAPI.js,1491759,P2,normal,enhancement
13591,Remove references to devtools.debugger.forbid-certified-apps preference,1505172,P2,normal,enhancement
13599,Move nICEr stun local address discovery to an IPC call to enable future sandbox restrictions on content process,1345511,P1,normal,enhancement
13600,Stop using dynamic exception specification in mozalloc.h,1476597,--,normal,enhancement
13602,[postgres] Implement dependency scheduler replacement,1487753,--,normal,enhancement
13610,Windows re-authentication,1498518,P1,normal,enhancement
13615,add library option to default_area for browserAction,1366389,P3,normal,enhancement
13616,stylo: Eliminate passing parent computed values to Servo_GetComputedKeyframeValues,1367293,--,normal,enhancement
13617,Add telemetry for sync runnables in service workers,1367444,P3,normal,enhancement
13622,"POP3: Add account name and improve status bar message ""checking Inbox for new messages""",1348769,--,normal,enhancement
13625,"[remote-dbg-next] Hide connection prompt setting in case of ""this firefox""",1500332,P1,normal,enhancement
13627,Implement rounded corners clipping in webrender,1370682,P3,normal,enhancement
13645,Support targeting by screen resolution,1484205,P2,normal,enhancement
13654,Extend telemetry for measure how often getUserMedia is used over non-secure origin,1346357,P2,normal,enhancement
13655,[tracker] Implement worker manager (RFC 124),1478941,--,normal,enhancement
13656,Import accounts from the Google Talk client,955277,--,normal,enhancement
13659,DeCOMtaminate nsAutoConfig,1483541,--,normal,enhancement
13685,"Page Info ▸ Media should also display subtitles files (SRT, WebVTT)",690737,--,normal,enhancement
13689,[CSD] Calculate correct window offset for Gtk+ < 3.20,1456452,P3,normal,enhancement
13703,Fold ExtensionAPI.jsm into ExtensionCommon.jsm,1388211,--,normal,enhancement
13705,Lazily load ContentWebRTC.jsm,1352522,--,normal,enhancement
13706,Add a toggle for asynchronous OMTP,1377060,--,normal,enhancement
13707,Entering live view on Facebook is janky,1495213,--,normal,enhancement
13711,Preparation for running AudioWorklet from MSG thread,1476514,P2,normal,enhancement
13714,Per-folder reply-to address,167248,--,normal,enhancement
13717,unminification of script not available when sourceMappingURL comment exists,1361271,P5,normal,enhancement
13719,add an aarch64 windows build to automation,1503366,--,normal,enhancement
13720,Option to prevent fetching emails older than X days,596287,--,normal,enhancement
13722,Get rid of .audionodebox in pages and macros in non-English pages,1216796,--,normal,enhancement
13728,Allow Firefox to capture WebRender traces when the working directory isn't writable,1487462,P3,normal,enhancement
13729,support content handlers in WebExtensions,1356397,P5,normal,enhancement
13732,We should check downloads against the goog-badbinurl-shavar list prior to downloading them,1356426,P3,normal,enhancement
13735,[meta] Track power usage on Android,1511347,--,normal,enhancement
13736,Display grid areas in the css grid overlay,1249558,P3,normal,enhancement
13737,The timeline should let you zoom,1511710,--,normal,enhancement
13738,Support dumping/resetting coverage counters from JavaScript,1380659,--,normal,enhancement
13741,Android: zooming behaves strangely on about:support,1511740,P3,normal,enhancement
13745,Release underlying source when a stream becomes closed or errored (ReadableStreamControllerClearAlgorithms),1514051,P1,normal,enhancement
13746,Update URL support for AArch64,1514078,P1,normal,enhancement
13749,Use only one debounce function in DevTools,1383037,P3,normal,enhancement
13759,benchmark_score for Sunspider Chrome is unnecessary,1487374,--,normal,enhancement
13760,reftests/writing-mode/tables/vertical-border-collapse-2.html still fails with webrender after bug 1393907,1487407,P2,normal,enhancement
13761,The Updates pane should include the current version of Firefox and whether the browser is up-to-date,1356507,P1,normal,enhancement
13764,[UX] about:addons Services content and design update,1356552,P1,normal,enhancement
13765,"Add ability to reset preference to default value on new ""about:config"" page",1501423,P1,normal,enhancement
13778,Using the command modifier key while submitting a form should open the page in a new window/tab,474233,--,normal,enhancement
13784,[roller] reimage moonshot linux nodes,1457552,--,normal,task
13787,Thunderbird prompts for certificate validation on any secure server when personal certificate is installed,445113,--,normal,enhancement
13797,"When closing tabs, select the next tab before working on closing the tab",1355426,P1,normal,enhancement
13801,replace libyuv's README_MOZILLA with moz.yaml,1507051,P3,normal,enhancement
13820,Support and show @Яндекс and @百度 searches for yandex and baidu,1482565,P1,normal,enhancement
13821,Remove AppUnitsPerCSSPixel() and AppUnitsPerCSSInch() in nsPresContext and nsDeviceContext,1482665,P4,normal,enhancement
13829,[Form Autofill] Ignore autocomplete=off attr for the credit card fields,1392528,P1,normal,enhancement
13831,Break out the implementation work of the mobile sdk in bugs,1493888,P1,normal,enhancement
13832,Update webrender to 7463ae5908ca1d4065763a8753af5d72a6f78b85,1351480,--,normal,enhancement
13833,Only run plugin finding/init on flash and pdf MIME types,1351490,--,normal,enhancement
13837,Remove the customizable ui toolbar binding,1507045,P1,normal,task
13852,Allow to search by regular expression within JavaScript sources,1362035,--,normal,enhancement
13853,Allow github.com/ochameau/ff-dt to use an index of its own,1362040,--,normal,task
13855,Make the new preferences Nightly-only for now,1363850,P1,normal,enhancement
13857,Apply Meta CSP to about:telemetry,1497213,P3,normal,enhancement
13859,[Meta] tracking for bugs found with Semmle,1458117,--,normal,enhancement
13860,Decide how @keyframes and similar rules should be looked up in Shadow DOM,1458189,P3,normal,enhancement
13880,Make Contextual Identity extensions be an optional permission,1386673,P3,normal,enhancement
13886,An option to change the subject of the incoming mail - or extend the mail with metadatas,442667,--,normal,enhancement
13918,Add snippets targeting for y/n update auto-downloads enabled,1483057,P1,normal,enhancement
13930,[postgres] Document requirements of GET /task/:taskId/status,1487711,--,normal,enhancement
13945,stylo: We don't update direction or play-state immediately in test_animations_omta.html,1361938,P1,normal,enhancement
13950,"Add a new Cubeb API to get the hardware name, driver name and version of the sound card",1378633,P3,normal,enhancement
13954,[meta] Ship the first simple version of the flexbox highlighter (M1),1470379,P2,normal,enhancement
13958,let CSS recognise the alternative text format for 'content' property,1483898,P3,normal,enhancement
13963,Increase timeouts and chunks for Mac coverage build,1471543,--,normal,enhancement
13964,Specify global watcher for products,435373,--,normal,enhancement
13966,[meta] Remove child intercept support once parent intercept has fully shipped and we have no need to switch back to child intercept,1496997,P3,normal,enhancement
13970,"Dictionaries inside dictionary should be optional, not always have a default value",1368949,P1,normal,enhancement
13984,"Detach/Delete/Download attachement from the main view, and for a selection",398542,--,normal,enhancement
13986,[socket-proc] Send SetDNSWasRefreshed to the socket process,1497238,P3,normal,enhancement
13988,"Have a <folder> detector for any folder, not just for junk",324276,--,normal,enhancement
13989,Update webrender to cset 1d6348023a4a4fdd89dce038640c5da906005acc (+ servo/webrender#1409),1373381,--,normal,enhancement
13999,"stylo: Stylo simplifies calc() expressions, Gecko doesn't.",1350739,P5,normal,enhancement
14012,add aarch64 windows support to build_config.h,1485696,--,normal,enhancement
14014,"[ci-admin] support grants to ""utility roles""",1486544,--,normal,task
14016,Investigate if nsBrowserGlue.js :: _finalUIStartup code could be done later,1355492,P1,normal,enhancement
14020,"Move ""Manage Identities"" to Edit menu",448691,--,normal,enhancement
14023,"Support alternative LOCATION representations (ALTREP, map view, geolocation)",583569,--,normal,enhancement
14026,Remove restriction that there is only one in flight paint at a time,1506005,--,normal,enhancement
14027,(photon) Support detecting Australis/Photon at runtime in Java frontend,1374959,--,normal,enhancement
14028,Add puppet support for binary transparency workers,1374963,P1,normal,enhancement
14030,"Persist glean state (sequence numbers, last upload date) to disk",1520133,P3,normal,enhancement
14037,Convert trees to custom elements,1523957,P3,normal,task
14039,Bookmarks.update should allow to add or remove tags,1452073,P2,normal,enhancement
14043,"Usability: it is impossible to skip ""new mail"" notification for folders in POP account",292087,--,normal,enhancement
14049,Add 'Sync Now' button to static hamburger menu,1354087,--,normal,enhancement
14054,Remove the XPCOM component registration for nsComposeTxtSrvFilter,1489787,--,normal,enhancement
14061,Create a bare opt-out Shield study repository,1462139,P1,normal,enhancement
14063,"[ESLint] Fix DevTools override for ""no-return-assign""",1467772,--,normal,enhancement
14073,[experimental api] dns-sd APIs for IoT and p2p extensions,1461830,P5,normal,enhancement
14076,"Send Tab Icons: need mobile tablet icon, not just mobile phone icon",1462113,P3,normal,enhancement
14077,[META] Toolchain for Generating Experiment Analyses,1485970,--,normal,enhancement
14078,Add to about:support: whether or not product was downloaded from package manager,830615,--,normal,enhancement
14080,re-implement ICE restart as the creation of new ICE streams on the pre-existing context,1486012,P2,normal,enhancement
14090,Remove unused sborient attribute on the scrollbar binding,1442507,--,normal,task
14092,Create container for reproducible execution of macrobase-lib pipeline over `crash_rates`,1379819,--,normal,enhancement
14094,Add an option in about:support to append itself to a given bug number,1500422,P3,normal,enhancement
14095,Integrate our site-specific workaround pref for blocking cookies from trackers with RemoteSettings,1511111,P1,normal,enhancement
14100,Move FFI bindings for encoding_rs::mem from encoding_glue to a dedicated crate,1490593,P3,normal,enhancement
14103,File Browsing Tree,184040,--,normal,enhancement
14104,Would be nice if bugs blocked by other open bugs showed up as grey on bug list,185041,--,normal,enhancement
14109,Apply Meta CSP to about:url-classifier,1497214,P3,normal,enhancement
14111,Add a Fluent localization file in English that is not exposed to localizers,1497535,P1,normal,enhancement
14113,"Reject PaymentRequest.show() with AbortError DOMException if the user agent's ""payment request is showing"" boolean is true",1379892,--,normal,enhancement
14114,Make startupRecorder.js' 'before handling user event' phase more reliable,1380011,P1,normal,enhancement
14116,ensure system addons remain enabled in private browsing,1513345,P1,normal,enhancement
14120,Move more stuff from ExtensionUtils.jsm to ExtensionCommon.jsm,1471102,--,normal,enhancement
14121,Can't edit contact stored on Ldap server. I can edit on evolution software,168365,--,normal,enhancement
14128,Consider making it possible to change a tab's container during a load.,1473981,P3,normal,enhancement
14142,Using fastannotate from core Mercurial instead of hg-experimental,1504794,--,normal,enhancement
14145,[remote-dbg-next] migrate aboutdebugging test: browser_service_workers_push_service.js,1500393,P1,normal,enhancement
14165,allow new browser id's for each new window or new tab opened,207390,--,normal,enhancement
14168,Implement theme experiments,1347207,P5,normal,enhancement
14170,unable to view winmail.dat attachment (outlook),173693,--,normal,enhancement
14173,[meta] Ship the item sizing portion of the flexbox inspector (M2),1478396,P2,normal,enhancement
14175,Need to be able to generate import library from .DEF file,1573264,P1,normal,enhancement
14178,Enable ESLint for gfx/,1515942,--,normal,enhancement
14189,[Fission] Make Plugin Click-to-Play Fission-aware,1505913,P3,normal,enhancement
14190,[windows] Loading layout/reftests/bugs/718521.html with WR enabled shows a blank page,1378883,P3,normal,enhancement
14196,data steward signoff for enabling build telemetry for Mozilla employees by default,1508315,--,normal,enhancement
14197,Remove the {freshCompartment: true} option from the devtools sandbox,1517210,P3,normal,enhancement
14212,Use target.getFront to instantiate StorageFront,1488374,P3,normal,enhancement
14216,[Input Latency] Facebook - type one character into post's comment field,1367358,--,normal,enhancement
14230,Update webrender to 9b1a2f7e46cfb3496d43421b828543b08bb45810,1501322,P3,normal,enhancement
14240,kill wizard-header binding,1494846,P3,normal,task
14243,"When the main thread pauses, all workers should be paused as well.",1241961,P3,normal,enhancement
14244,Update webrender to 7094d09cac1d4decad67f9828d9c85589e283dbd (WR PR #3447),1516304,P3,normal,enhancement
14269,Failing WTP Payments test: payment-request-canmakepayment-method.https.html,1507395,P4,normal,enhancement
14270,FrameNeedsReflow() shouldn't invalidate ancestors' ISizes up further than an abspos ancestor,1505254,P1,normal,enhancement
14272,Coverity CID 748633 Logically dead code In nsFrameSelection::​DeleteFromDocument(),1361548,--,trivial,enhancement
14277,Commit Access (Level 1) for Yuan Cheng,1519377,--,normal,task
14278,"Write the ""metrics ping scheduling"" proposal",1524603,P1,normal,enhancement
14280,Make Wrench work with gecko,1367689,--,normal,enhancement
14282,Transform the flex item sizing outline to match the main/cross direction of the item on the page,1508613,P2,normal,enhancement
14283,wr_dp_pop_stacking_context could have better code,1509176,P3,normal,enhancement
14293,Update webrender to 8516d6c04235e684d9bf9c783ba4fc99dab3bf02,1359744,--,normal,enhancement
14303,Consider Node.js tooling for minifying JavaScript,1505119,--,normal,enhancement
14304,[remote-dbg-next] Enforce stricter linting rules for aboutdebugging source,1505728,P3,normal,enhancement
14306,Investigate the impact of applyCustomizations() on startup perf/jank,1381594,P1,normal,enhancement
14307,Remove unused fields of nsIDOMHTMLHRElement and nsIDOMHTMLOptGroupElement.idl,1381615,--,normal,enhancement
14317,layer-free: do something better about empty-transactions,1382259,--,normal,enhancement
14318,[meta] Fix WPT leaks,1517309,--,normal,enhancement
14320,Remove the concept of log steps (TextLogStep),1519162,P3,normal,enhancement
14323,Air Mozilla Encoder in MTV2 132 The Atom,996898,--,normal,task
14325,"Make DevEdition's ""separate profile running in parallel"" feature be something we can toggle in a repack",1465862,P3,normal,enhancement
14333,Don't call AnimationHelper::SetAnimations every time we sample animations,1478871,P4,normal,enhancement
14334,Remove dead code found by clang-tidy in unix/nsOSHelperAppService.cpp,1346859,--,normal,enhancement
14336,Apple TV in Star Trek Conference Room needs to be on same VLAN as other CRs in order to be seen via Airplay.,993027,--,normal,task
14357,pref text-underline-offset on in Nightly/early-beta,1573724,P3,normal,enhancement
14358,We don't need to mark frames modified when we recurse into InvalidateFrame,1443380,P2,normal,enhancement
14374,"Improve include_fields and exclude_fields to accept _default, _all and _custom keywords",540818,P1,normal,enhancement
14380,Add junk mail status to search/filter criteria,196036,--,normal,enhancement
14381,"Add ""Subscribe"" to page actions",1375687,--,normal,enhancement
14391,"Refactor SEARCH_SHORTCUTS, getSearchProvider to separate file",1481895,P1,normal,enhancement
14398,"extension.css provides no custom ""browser-style"" styling for input type=range",1504945,P3,normal,enhancement
14407,Enable the diagnostic assert when MOZ_DEV_EDITION is set,1368079,--,normal,enhancement
14413,Add hook to allow browser to interrupt GC,1351790,P1,normal,enhancement
14416,Package all panel scripts under resource://devtools/ instead of chrome://devtools/,1471152,P3,normal,enhancement
14430,"Implement ""contain:size"" property for ColumnSetWrapperFrame",1494100,P3,normal,enhancement
14433,tracking-protection-16.svg is loaded in windows that don't need it,1363040,P4,normal,enhancement
14437,Implement browsingData.removePasswords WebExtension API method on android,1363012,P5,normal,enhancement
14440,Search hand-off in Activity Stream,1508388,P2,normal,enhancement
14444,Remove a use of NS_GetCurrentThread in PBackground,1371117,--,normal,enhancement
14451,Enable cubeb remoting on OpenBSD,1467982,P5,normal,enhancement
14454,Get rid of most of Log.jsm,1480327,--,normal,enhancement
14455,add debug-only test logs for integration testing of certificate transparency,1349312,P1,normal,enhancement
14463,"Implement CSS Properties & Values in Firefox, via Stylo/Servo",1370344,P4,normal,enhancement
14464,Update webrender to 854dee60c310edced14130009062129571101645 (WR PR 3269),1504785,P3,normal,enhancement
14468,print to ps should be print to pdf,323748,--,normal,enhancement
14469,[meta] Build with Android P SDK (API 28),1503455,--,normal,enhancement
14470,QuantumBar: Implement support for browser.urlbar.openintab preference,1503529,P2,normal,enhancement
14486,Use onFront to register toolbox listeners on inspector fronts,1503882,P2,normal,enhancement
14488,Set the UrlbarInput value to the target URL when selecting a result,1501270,P1,normal,enhancement
14494,viewing caches from differnt container in about:cache,1372103,P3,normal,enhancement
14495,Need option to insert table in plain text mail,192458,--,normal,enhancement
14502,Enable ESLint for dom/cache,1497604,P2,normal,enhancement
14503,Replace DCFromDrawTarget with DCForMetrics,1509358,P3,normal,enhancement
14506,Outlook Express 5 on Mac is not recognized by Import Utility,54365,P3,normal,enhancement
14510,ANGLE generates mipmaps for WebRender textures unconditionally,1496168,P2,normal,enhancement
14511,PWA Badge and Onboarding - Main workflow,1393672,P1,normal,enhancement
14514,[meta] Review performance Telemetry,1469146,P3,normal,enhancement
14519,Android 7.0 x86 emulator screen density is 320 instead of 160,1513607,P1,normal,enhancement
14520,Properly map Rust standard library sources in symbol files,1515326,--,normal,enhancement
14522,[meta] Add unit tests for Perfherder,1503510,P3,normal,task
14524,Remove support for keepCurrentInView,1508146,P5,normal,task
14529,Don't add --artifact flag in `mach try` if outgoing has native changes,1384711,P3,normal,enhancement
14530,Consider reuploading inconsistent bookmarks immediately after a sync,1515784,P2,normal,enhancement
14535,Missing possibility to change header and/or footer on prints (css3-page),189597,--,normal,enhancement
14536,Boolean chart changed by additions,63051,--,normal,enhancement
14538,Elasticsearch should remove invalid keys before saving,1382727,--,normal,task
14541,Port urlbarBindings.xml changes from bug 1315509 to UrlbarInput,1515323,P1,normal,enhancement
14544,Make PBrowser::RenderLayers message high priority,1477224,P3,normal,enhancement
14547,Update webrender to 491476874195158449d209195c9fc429422f5d0c (WR PR 3273),1504992,P3,normal,enhancement
14560,don't build docker images unless all tests pass,1363495,P3,normal,enhancement
14566,Implement DataCount section and verify memory.init / data.drop with this info,1502035,P3,normal,enhancement
14578,add 'verify' as an option for web-platform-tests manifests,1469583,--,normal,enhancement
14585,Context menus WebExtensions API,1503421,--,normal,enhancement
14587,[remote-dbg-next] UX: Update styling of USB scanning status in sidebar,1498279,P1,normal,enhancement
14588,ReadableStreamTee_Pull: unwrapped argument to NewHandler,1503406,P1,normal,enhancement
14592,[devtools-addon] Use DevToolsShim in addon-sdk,1367424,P3,normal,enhancement
14601,[BinAST] Measure total parsing duration for Binary AST resources,1498589,P2,normal,enhancement
14602,Remove new Function from dialog.xml,1498566,P3,normal,enhancement
14604,"Instrument inspection of ""Toggle Filters Editor"" in the Inspector with event telemetry",1479701,P2,normal,enhancement
14605,INSTALL_ADDON_FROM_URL should open permissions box in the same location,1484799,P3,normal,enhancement
14609,"Make QuickSearch use ""matches"" for comment searches instead of ""substring""",314364,P1,normal,enhancement
14613,Consider supporting theme previews for static webextension themes,1471301,P5,normal,enhancement
14622,"Make ""Send Alert Text"" WebDriver spec conformant",1502360,P1,normal,enhancement
14635,MTV Sirius netgear isn't receiving power/data,995491,--,normal,task
14637,Additional license notices for libgcrypt etc. needed by Thunderbird,1519804,--,normal,enhancement
14641,Improve RDM handling of meta viewport,1520819,P2,normal,enhancement
14642,Remove find anonymous element(s) extension commands,1520821,P3,normal,task
14647,Search keyword suggestion,344538,--,normal,enhancement
14648,"[de-xbl] Replace datepicker widgets (timepicker, datetimepicker-base, datepicker, datepicker-grid, datepicker-popup) with non-XBL elements",1524456,--,major,enhancement
14649,support maildir format,475935,--,normal,enhancement
14650,Kuma: Have review features tied to the review request checkboxes,738242,--,normal,enhancement
