,BinaryClass,CosSimilarity,MultiClass,SemSimilarity,req1,req1Id,req1Priority,req1Severity,req1Type,req2,req2Id,req2Priority,req2Severity,req2Type
153,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Application panel: support localization,1450071,P3,normal,enhancement
154,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,remove synchronous certificate verification APIs from nsIX509CertDB,1453741,P1,normal,enhancement
155,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,"Implement ""Related bugs"" feature (""See Also"")",12286,P2,normal,enhancement
156,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,[LDAP] Allow LDAP protocol version to be specified in prefs,12332,P3,normal,enhancement
157,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Support draft-daboo-srv-email DNS SRV lookup for new account wizard,536915,--,normal,enhancement
158,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,would like ability to selectively delete address from dropdown list,144642,--,normal,enhancement
159,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Add lazy version of importGlobalProperties,1464548,--,normal,enhancement
160,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,nice to be able to filter mail based on the codeset it is in,154811,--,normal,enhancement
161,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,"[ESLint] Fix DevTools eslint overrides for ""camelcase""",1467774,--,normal,enhancement
162,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,[meta] Restrict the access of third-party trackers to their cookie jar,1473978,P3,normal,enhancement
163,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Enable fetch cancellation by default on nightly,1349589,P3,normal,enhancement
164,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Update webrender to commit 890f3746b798538d201e54b66d2711a70447b781,1481570,P3,normal,enhancement
165,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Scrolling tabs should use the new photon animation design,1355919,P4,normal,enhancement
166,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Add a test verification mode to the mochitest harness,1357520,--,normal,enhancement
167,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Add fragment identifiers to about:support sections (e.g. about:support#places),1489136,P5,normal,enhancement
168,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Presentation IPC Methods accept Origin and Principal from Content Process,1490479,P3,normal,enhancement
169,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Warn when parsing void or self-closing custom elements,1490606,P3,normal,enhancement
170,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Add ASR Snippets Newsletter Template,1492086,P1,normal,enhancement
171,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Add ASR Snippets EOY Template,1492089,P2,normal,enhancement
172,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,"Add ""Restart in Safe Mode"" menuitem to the Help menu.",574612,--,normal,enhancement
173,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Suppress CompositorBridgeParent::RecvAdoptChild(),1492398,P3,normal,enhancement
174,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,[meta] Photon - Tab interactions should be immediate,1363755,P3,normal,enhancement
175,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Implement text-transform: full-size-kana,1498148,P4,normal,enhancement
176,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,PDF.js shouldn't load anything before opening and painting the first browser window,1371340,P3,normal,enhancement
177,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Store the last database corruption time in prefs,1504977,P2,normal,enhancement
178,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,"[meta] blocking autoplay meta bug (pref ""media.autoplay.default"")",1376321,P3,normal,enhancement
179,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Update webrender to 35027d93aded8c0a7887dadc8aef5e393171e802 (WR PR #3348),1510084,P3,normal,enhancement
180,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Update webrender to a07226140e2bbf2038302737b2e0f1b9707f2d6c (WR PR #3421),1514740,P3,normal,enhancement
181,1,0,requires,0,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement,Remove [deprecated] decodeImageData from imgITools,1387790,--,normal,enhancement
0,1,0,requires,0,Include update and other 'notification' UI on hamburger panel in new Photon hamburger panel,1355020,P1,normal,enhancement,[meta] Remote debugging NG Milestone 2,1494541,--,normal,enhancement
0,1,0,requires,0,[BinAST] Instrument with Telemetry,1494674,P3,normal,enhancement,Use CallGetCustomInterface to get nsIDOMXUL* interfaces from native code,1478372,P3,normal,task
0,1,0,requires,0,Convert Address Books to sqlite databases,550247,--,normal,enhancement,[BinAST] Instrument with Telemetry,1494674,P3,normal,enhancement
0,1,0,requires,0,Always use WebElement abstraction for sending/receiving elements,1495063,P2,normal,enhancement,Add options autocompletion to :screenshot command,1474012,P3,normal,enhancement
0,1,0,requires,0,Wasm baseline: Avoid a full sync to cope with a setLocal to a local on the value stack (investigation),1316817,P5,normal,task,Always use WebElement abstraction for sending/receiving elements,1495063,P2,normal,enhancement
1,1,0,requires,0,Preload all known intermediate certificates for CAs in our root store,657228,P3,normal,enhancement,Always use WebElement abstraction for sending/receiving elements,1495063,P2,normal,enhancement
0,1,0,requires,0,Remove unused [group] support from <radio> and <radiogroup>,1495252,P5,normal,task,Remove dead code in XPCConvert.cpp,1384848,--,normal,enhancement
0,1,0,requires,0,Enable Shadow DOM unconditionally in chrome documents,1465592,P3,normal,task,Remove unused [group] support from <radio> and <radiogroup>,1495252,P5,normal,task
0,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,implement AudioWorkletGlobalScope::RegisterProcessor(),1473467,P2,normal,enhancement
1,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,"create a copyable read-only ErrorResult to make reporting easier across IPC actors, MozPromise, etc",1357463,P3,normal,enhancement
2,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,[Wayland] Don't use RGBA format for non-transparent surfaces,1470126,P2,normal,enhancement
3,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Unify bfcache handling for BrowsingContext and nsDocShell,1471601,P3,normal,enhancement
4,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,'contain: layout' should establish a containing block for absolute/fixed positioned descendants,1472919,P3,normal,enhancement
5,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Evaluate worklet scripts as modules,1473463,P3,normal,enhancement
6,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Enable the launcher process by default on Nightly,1488554,P1,normal,enhancement
7,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,[inspector panel] Allow to disable or remove events,1226637,P3,normal,enhancement
8,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Remove the XPCOM component registration for nsCookiePermission,1488784,--,normal,enhancement
9,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,autodir scrolling — make single-direction mousewheel direction-adaptive when the current mouse pointer target is only scrollable in one direction.,1358017,P3,normal,enhancement
10,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Ability to choose actions from a list and choose multiple actions,59369,P3,normal,enhancement
11,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Always enqueue lifecycle callback,1501968,P3,normal,enhancement
12,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Remove Presentation API system add-on,1371346,P3,normal,enhancement
13,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,"Add UI to the performance pane that lets the user pick an objdir, and then look up symbols from .sym files in it",1504101,P1,normal,enhancement
14,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,"Remove preference ""layout.css.shape-outside.enabled""",1504387,P4,normal,enhancement
15,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,stylo: Do SetStyleBits from Servo,1373512,--,normal,enhancement
16,1,0,requires,0,UX Polish in Web Replay,1495300,--,normal,enhancement,Add a content blocking notification for indicating when a top-level page is using cookies/site data,1504728,P1,normal,enhancement
0,1,0,requires,0,SVG image documents don't share UA sheets with HTML documents.,1470143,P3,normal,enhancement,UX Polish in Web Replay,1495300,--,normal,enhancement
0,1,0,requires,0,Rewrite ProdCompSearch to make it faster,1495329,--,normal,task,LDAP replication / sync,59038,P1,normal,enhancement
0,1,0,requires,0,Update docking menu items in meatball menu to a more compact form,1474223,P2,normal,enhancement,Rewrite ProdCompSearch to make it faster,1495329,--,normal,task
1,1,0,requires,0,Re-enable test_group_hittest.html for QR platforms,1465864,P3,normal,enhancement,Rewrite ProdCompSearch to make it faster,1495329,--,normal,task
0,1,0,requires,0,"Add explicit GC tuning modes (low memory, tab in background, etc)",1495355,P2,normal,enhancement,Upgrade es-py and es-dsl to 5.1.1 versions,1332364,--,normal,task
0,1,0,requires,0,Make Bugzilla::Component use Bugzilla::Object,339380,--,normal,enhancement,"Add explicit GC tuning modes (low memory, tab in background, etc)",1495355,P2,normal,enhancement
1,1,0,requires,0,Extract commit metadata rewriting to own function,1357236,--,normal,enhancement,"Add explicit GC tuning modes (low memory, tab in background, etc)",1495355,P2,normal,enhancement
0,1,0,requires,0,[Shield] Pref Rollout: Roll out Activity Stream Search Shortcuts to 100% US region in Firefox 63&64&65,1495577,--,normal,task,[tracking] build system work to include a MSI installer,1476983,--,normal,enhancement
0,1,0,requires,0,Enable markdown on the user story field,1518755,--,normal,enhancement,[Shield] Pref Rollout: Roll out Activity Stream Search Shortcuts to 100% US region in Firefox 63&64&65,1495577,--,normal,task
0,1,0,requires,0,Remove DebuggerClient.addListener calls related to workerListChanged once all related client are converted to fronts,1495657,P1,normal,enhancement,Reindex full text of bookmarked pages as they are revisited,342917,--,normal,enhancement
1,1,0,requires,0,Remove DebuggerClient.addListener calls related to workerListChanged once all related client are converted to fronts,1495657,P1,normal,enhancement,Create a sub-panel for cryptominers and fingerprinters,1522565,P1,normal,enhancement
2,1,0,requires,0,Remove DebuggerClient.addListener calls related to workerListChanged once all related client are converted to fronts,1495657,P1,normal,enhancement,buglist column improvements (meta),418953,--,normal,enhancement
0,1,0,requires,0,[meta] Metabug for things that webrender fixes,1464426,P3,normal,enhancement,Remove DebuggerClient.addListener calls related to workerListChanged once all related client are converted to fronts,1495657,P1,normal,enhancement
1,1,0,requires,0,Long pauses on reloading a page that was using large amounts of memory,1495734,P3,normal,enhancement,Remove DebuggerClient.addListener calls related to workerListChanged once all related client are converted to fronts,1495657,P1,normal,enhancement
0,1,0,requires,0,Should Feature-Policy limit what webextensions can do?,1495709,P3,normal,enhancement,Land debugger prototype for multiple processes in the browser toolbox,1573116,P1,normal,task
0,1,0,requires,0,API to expose box-shadow computed components,948428,--,normal,enhancement,Should Feature-Policy limit what webextensions can do?,1495709,P3,normal,enhancement
0,1,0,requires,0,PBroadcastChannel can be constructed by a Rogue Content Process with a fraudulent origin,1495835,P3,normal,enhancement,"[meta] Update font-{style,weight,stretch} properties to accept additional values per CSS Fonts 4",1454597,P2,normal,enhancement
0,1,0,requires,0,Pass payment-request-ctor-currency-code-checks web-platform-tests.,1388661,--,normal,enhancement,PBroadcastChannel can be constructed by a Rogue Content Process with a fraudulent origin,1495835,P3,normal,enhancement
0,1,0,requires,0,[postgres] Document requirements of POST /claim-work/:provisionerId/:workerType,1487718,--,normal,enhancement,Introduce an API next to Target.getFront and RootClient.getFront to retrieve front that already exists,1495856,P2,normal,enhancement
0,1,0,requires,0,Fix moztelemetry jar for python in MozData,1466947,P1,normal,enhancement,Unprefix -moz-fit-content and -moz-available keywords,1495868,P3,normal,enhancement
1,1,0,requires,0,Show shadow roots in markup view,1053898,P3,normal,enhancement,Unprefix -moz-fit-content and -moz-available keywords,1495868,P3,normal,enhancement
2,1,0,requires,0,"Instrument inspection of ""Toggle Shape-outside/Clip-path Editor"" in the Inspector with event telemetry",1479704,P2,normal,enhancement,Unprefix -moz-fit-content and -moz-available keywords,1495868,P3,normal,enhancement
0,1,0,requires,0,PDNSRequest can be constructed with a fraudulent Origin Attributes,1495887,P3,normal,enhancement,"[meta] Update font-{style,weight,stretch} properties to accept additional values per CSS Fonts 4",1454597,P2,normal,enhancement
0,1,0,requires,0,Pass payment-request-ctor-currency-code-checks web-platform-tests.,1388661,--,normal,enhancement,PDNSRequest can be constructed with a fraudulent Origin Attributes,1495887,P3,normal,enhancement
0,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Add/Edit new Top Search Shortcut,1480507,P1,normal,enhancement
1,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Switch from lodash to lodash-es,1513527,P3,normal,enhancement
2,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Remove MOZ_PHOTON_PREFERENCES build flag which introduces in bug 1380585,1382514,P1,normal,enhancement
3,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,[meta] Investigate and improve inspector focus when picking element,1340574,P2,normal,enhancement
4,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Send DidComposite messages for pipelines that weren't actually rendered,1473352,P2,normal,enhancement
5,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Fix and enable clang-tidy's bool-pointer-implicit-conversion warnings,1473453,P3,normal,enhancement
6,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Tweak the prediction algorithm for Email fields.,1349492,P3,normal,enhancement
7,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Handling Enter differently when devtools.webconsole.input.editor is true,1519314,P1,normal,task
8,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,"Define, implement and land a way to measure audio thread load during a scenario",1444976,P2,normal,enhancement
9,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Remove RDP packet observation events,1453846,P3,normal,enhancement
10,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Replace firefox-dev in alert_emails of 9 FX_SANITIZE histograms,1474405,--,normal,enhancement
11,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Platform and OS list per-product,163778,--,normal,enhancement
12,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Overpainting on Google docs,1343538,--,normal,enhancement
13,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,disable ffvpx on aarch64 windows,1481513,P3,normal,enhancement
14,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Site Data Manager should allow (right-click) Add To Exceptions,316539,P3,normal,enhancement
15,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,"When hovering over an area in the flex item outline, the corresponding section in the flex item sizing properties should be highlighted and vice versa",1497218,P3,normal,enhancement
16,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,[remote-dbg-next] add mochitest to test that clicking on refresh devices does not disconnect USB runtime,1503914,P1,normal,enhancement
17,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,[socket-propcess] serialize the whole proxy info to socket process,1521817,P2,normal,enhancement
18,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,"Implement CSS ""contain: size""",1463594,P3,normal,enhancement
19,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,"Boolean logic for filter criteria, operating on a single set of actions (combine/chain filters)",418603,--,normal,enhancement
20,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Implement browsingData.remove WebExtension API method on android,1363014,P5,normal,enhancement
21,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,[remote-dbg-next] add mochitest to test navigation between this-firefox and usb runtime page,1503913,P3,normal,enhancement
22,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Allow UA Widget to use Fluent,1504363,P3,normal,enhancement
23,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Clear metrics when telemetry is disabled,1513616,P3,normal,enhancement
24,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Add unit tests for the flexbox inspector sidebar,1476395,P3,normal,enhancement
25,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Display CodeMirror's gutter in console input when devtools.webconsole.input.editor is true,1519315,P1,normal,task
26,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Use the BrowserContextId to track browsing contexts in Content,1519335,P2,normal,enhancement
27,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,[Socket-process] enable external protocol handler for socket process,1519336,P1,normal,enhancement
28,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Enable user-gesture activation model on Fennec,1520663,--,normal,enhancement
29,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Implement the class list panel in the new rules view,1520689,P3,normal,enhancement
30,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,[meta] Mozjemalloc Hardening,1446036,P3,normal,enhancement
31,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Randomize the Page Cache,1446039,P3,normal,enhancement
32,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,"SFO-Golden Gate Bridge ""Share On/Off"" button doesn't work",1055036,--,normal,task
33,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,"Remove display=""xul:button"" on tab binding",1451410,P1,normal,task
34,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Allow bounce/redirect of mail messages,12916,--,normal,enhancement
35,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Run mochitests in TestRunnerActivity on packet.net,1460411,P1,normal,enhancement
36,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Set up transparencyscript (scriptworker) locally and use taskcluster to run a task,1372424,P1,normal,enhancement
37,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Tighten LocaleService::NegotiateLanguages input handling.,1345957,P3,normal,enhancement
38,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Remove the ViewProperty frame property,1348665,--,normal,enhancement
39,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Updated Preferences re-org according to proposal from May 11th,1365133,P1,normal,enhancement
40,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,Create a mingw-clang Browser Build Job,1465800,P5,normal,enhancement
41,1,0,requires,0,[meta] Fission support in rendering,1495940,P3,normal,enhancement,expose XPCOM FFI for rkv,1490496,P3,normal,enhancement
0,1,0,requires,0,"Integrity of ""Clear Recent History""",1469500,P3,normal,enhancement,[meta] Fission support in rendering,1495940,P3,normal,enhancement
0,1,0,requires,0,Add link to JSMSG_NOT_NONNULL_OBJECT_* documentation.,1496187,P3,normal,enhancement,Get rid of nsIDOMScrollAreaEvent,1446709,P2,normal,enhancement
0,1,0,requires,0,Create Library button and corresponding panel,1354155,P1,normal,enhancement,Add link to JSMSG_NOT_NONNULL_OBJECT_* documentation.,1496187,P3,normal,enhancement
0,1,0,requires,0,[meta] Resolve differences between JSDCOV and JSVM data,1496277,--,normal,enhancement,SeaMonkey should have session restore for MailNews too,555977,--,normal,enhancement
0,1,0,requires,0,Prevent chatty from dropping logcat messages (packet.net),1468532,--,normal,enhancement,[meta] Resolve differences between JSDCOV and JSVM data,1496277,--,normal,enhancement
1,1,0,requires,0,Use Fluent for the PaymentRequest dialog,1473772,P3,normal,enhancement,[meta] Resolve differences between JSDCOV and JSVM data,1496277,--,normal,enhancement
0,1,0,requires,0,`Element Send Keys` has to split the string into extended grapheme clusters,1496323,P3,normal,enhancement,[remote-dbg-next] Move devtools/shared/adb to devtools/client/shared/adb,1515008,P3,normal,enhancement
0,1,0,requires,0,Make about:support show recent crashes (and link to about:crashes),580116,--,normal,enhancement,`Element Send Keys` has to split the string into extended grapheme clusters,1496323,P3,normal,enhancement
1,1,0,requires,0,[meta] Accessibility review for the QuantumBar,1524320,P2,normal,task,`Element Send Keys` has to split the string into extended grapheme clusters,1496323,P3,normal,enhancement
0,1,0,requires,0,"Document how staging workers are set up, managed, and can be used for testing worker changes",1496394,--,normal,task,Unify CSS for 'summary boxes',1207335,--,normal,enhancement
0,1,0,requires,0,[MS-SQL][Oracle] Bugzilla::DB::StatementModifier,557929,--,normal,enhancement,"Document how staging workers are set up, managed, and can be used for testing worker changes",1496394,--,normal,task
0,1,0,requires,0,[META] Reporting,1445083,--,normal,enhancement,"WebRTC RTCP stats timestamps should be reception time, not query time",1496533,P2,normal,enhancement
0,1,0,requires,0,[meta] ImageLib changes for Fission,1496596,P3,normal,enhancement,Add unit tests for the flexbox inspector sidebar,1476395,P3,normal,enhancement
1,1,0,requires,0,[meta] ImageLib changes for Fission,1496596,P3,normal,enhancement,Meatball menu should fade in like the hamburger menu,1474757,P3,normal,enhancement
0,1,0,requires,0,"Integrity of ""Clear Recent History""",1469500,P3,normal,enhancement,[meta] ImageLib changes for Fission,1496596,P3,normal,enhancement
1,1,0,requires,0,Use -std=gnu89 for libpng compilation.,1471643,--,normal,enhancement,[meta] ImageLib changes for Fission,1496596,P3,normal,enhancement
0,1,0,requires,0,Raw JSVM data does not have coverage for test file,1496620,--,normal,enhancement,Pref on RDD/AV1 for OSX,1521181,P2,normal,enhancement
0,1,0,requires,0,[meta] FastBlock MVP,1472540,P2,major,enhancement,Raw JSVM data does not have coverage for test file,1496620,--,normal,enhancement
0,1,0,requires,0,"Display how much extra room was available on a flex line, how many total fractions, and many the current item used",1496740,P2,normal,enhancement,Require human sign-off of releases,1471202,--,normal,enhancement
0,1,0,requires,0,Cleanup info blocks at the top of themes and plugins,1495708,P2,normal,enhancement,"Display how much extra room was available on a flex line, how many total fractions, and many the current item used",1496740,P2,normal,enhancement
0,1,0,requires,0,Figure out how to make GitHub-hosted products discoverable,1496893,--,normal,enhancement,Standardize Shader editor initialization,1470086,--,normal,enhancement
0,1,0,requires,0,New meatball menu generates React errors when building with --enable-debug-js-modules,1474234,P3,normal,enhancement,Figure out how to make GitHub-hosted products discoverable,1496893,--,normal,enhancement
0,1,0,requires,0,Provide a useful logging mechanism to go from the gecko display list to the WR display list,1475637,P5,normal,enhancement,Implement `PushManager::supportedContentEncodings`,1497430,P3,normal,enhancement
0,1,0,requires,0,Bad performance on running tp5o_scroll talos test,1497623,P5,normal,enhancement,Purge -moz- and -webkit-prefixed values from completion list in devtools,1457333,P3,normal,enhancement
0,1,0,requires,0,Stop loading Preferences.jsm module before becoming idle,1385952,P3,normal,enhancement,Bad performance on running tp5o_scroll talos test,1497623,P5,normal,enhancement
1,1,0,requires,0,"Ability to add custom ""Bug ID"" fields",287334,--,normal,enhancement,Bad performance on running tp5o_scroll talos test,1497623,P5,normal,enhancement
0,1,0,requires,0,Bad performance on running tart talos test,1497625,P5,normal,enhancement,Purge -moz- and -webkit-prefixed values from completion list in devtools,1457333,P3,normal,enhancement
1,1,0,requires,0,Bad performance on running tart talos test,1497625,P5,normal,enhancement,Privacy and Security [was Security Policies] pref panel work,38966,--,normal,enhancement
0,1,0,requires,0,Stop loading Preferences.jsm module before becoming idle,1385952,P3,normal,enhancement,Bad performance on running tart talos test,1497625,P5,normal,enhancement
1,1,0,requires,0,"Ability to add custom ""Bug ID"" fields",287334,--,normal,enhancement,Bad performance on running tart talos test,1497625,P5,normal,enhancement
0,1,0,requires,0,Bad performance on running tscrollx talos test,1497627,P5,normal,enhancement,Purge -moz- and -webkit-prefixed values from completion list in devtools,1457333,P3,normal,enhancement
1,1,0,requires,0,Bad performance on running tscrollx talos test,1497627,P5,normal,enhancement,Privacy and Security [was Security Policies] pref panel work,38966,--,normal,enhancement
0,1,0,requires,0,Stop loading Preferences.jsm module before becoming idle,1385952,P3,normal,enhancement,Bad performance on running tscrollx talos test,1497627,P5,normal,enhancement
1,1,0,requires,0,"Ability to add custom ""Bug ID"" fields",287334,--,normal,enhancement,Bad performance on running tscrollx talos test,1497627,P5,normal,enhancement
0,1,0,requires,0,Remove mozharness subconfigs for builds,1497862,--,normal,enhancement,Want a new column for body snippets,335797,--,normal,enhancement
1,1,0,requires,0,Remove mozharness subconfigs for builds,1497862,--,normal,enhancement,[META][HLS] Make Gecko native support HLS on Fennec,1345752,P2,normal,enhancement
0,1,0,requires,0,MinGW-Clang Build Doesn't Run,1497895,P5,normal,enhancement,Run creation cross-channel localization repository in automation,1353673,--,normal,task
1,1,0,requires,0,MinGW-Clang Build Doesn't Run,1497895,P5,normal,enhancement,layer-free: do something better about empty-transactions,1382259,--,normal,enhancement
0,1,0,requires,0,Add push_yuv_image() interface in WR binding,1359738,--,normal,enhancement,MinGW-Clang Build Doesn't Run,1497895,P5,normal,enhancement
0,1,0,requires,0,Switch from bootstrap to reactstrap,1497931,P3,normal,enhancement,devirtualize Recv/Alloc/Dealloc protocol methods,1512990,P3,normal,enhancement
0,1,0,requires,0,Add hyphenation resources for Polish,987668,--,normal,enhancement,Switch from bootstrap to reactstrap,1497931,P3,normal,enhancement
1,1,0,requires,0,Avoid building hit test display items of SVG items,1458001,P2,normal,enhancement,Switch from bootstrap to reactstrap,1497931,P3,normal,enhancement
0,1,0,requires,0,purge/expunge button for seamonkey mail,433563,--,normal,enhancement,"Persist Activity Stream DOM content to disk at shutdown, and load that cache on start-up",1497996,P2,normal,enhancement
0,1,0,requires,0,Remove AsyncImagePipelineManager::ApplyAsyncImages() call from WebRenderBridgeParent::RecvSetDisplayList(),1475187,P3,normal,enhancement,[meta] GeckoView performance telemetry metrics,1497997,P3,normal,enhancement
0,1,0,requires,0,[remote-dbg-next] Create proper icon for WiFi debugging,1498008,P3,normal,enhancement,Firefox only Web-Platform Test failures for 2d Canvas,1514227,P3,normal,enhancement
1,1,0,requires,0,[remote-dbg-next] Create proper icon for WiFi debugging,1498008,P3,normal,enhancement,Fix unaddressed InternalLoad LoadState conversion comments from Bug 1496251,1514842,P2,normal,enhancement
0,1,0,requires,0,Include update and other 'notification' UI on hamburger panel in new Photon hamburger panel,1355020,P1,normal,enhancement,[remote-dbg-next] Create proper icon for WiFi debugging,1498008,P3,normal,enhancement
0,1,0,requires,0,Add telemetry to record possible causes of discovery/connection failure (WiFi),1498009,P3,normal,enhancement,UrlbarInput focused getter is broken,1496152,P1,normal,enhancement
1,1,0,requires,0,Add telemetry to record possible causes of discovery/connection failure (WiFi),1498009,P3,normal,enhancement,Rename UrlbarInput event handlers for clarity,1496165,P1,normal,enhancement
2,1,0,requires,0,Add telemetry to record possible causes of discovery/connection failure (WiFi),1498009,P3,normal,enhancement,Support loading search extensions on startup,1496075,P1,normal,enhancement
3,1,0,requires,0,Add telemetry to record possible causes of discovery/connection failure (WiFi),1498009,P3,normal,enhancement,ANGLE generates mipmaps for WebRender textures unconditionally,1496168,P2,normal,enhancement
0,1,0,requires,0,Include update and other 'notification' UI on hamburger panel in new Photon hamburger panel,1355020,P1,normal,enhancement,Add telemetry to record possible causes of discovery/connection failure (WiFi),1498009,P3,normal,enhancement
